,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
140,Levern Tart,SG,25,TOT,73,,39.1,8.7,20.5,.422,0.0,0.2,.067,8.7,20.3,.426,.422,6.2,7.8,.797,,,5.4,3.4,,,3.8,2.9,23.5
141,Willis Thomas,SG,,TOT,62,,17.2,3.9,8.9,.442,0.0,0.0,.000,3.9,8.8,.444,.442,1.1,1.5,.742,,,1.8,0.9,,,1.5,1.7,9.0
142,Skip Thoren,C,24,MNM,63,,19.1,3.3,7.5,.434,0.0,0.0,.000,3.3,7.5,.435,.434,1.6,2.6,.622,,,6.9,0.9,,,1.2,2.0,8.2
143,Gary Turner,F,,HSM,2,,10.5,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.0,1.5,.667,,,1.5,0.0,,,1.0,1.0,3.0
144,Herschell Turner,PG,29,TOT,41,,12.2,1.2,3.9,.321,0.1,0.6,.231,1.1,3.2,.338,.340,0.6,1.1,.489,,,1.8,1.1,,,1.1,1.8,3.2
145,Stephen Vacendak,PG,23,PTP,9,,8.1,1.4,3.9,.371,0.0,0.0,,1.4,3.9,.371,.371,1.1,1.7,.667,,,1.7,0.9,,,1.0,1.6,4.0
146,Chico Vaughn,SG,27,PTP,74,,38.6,6.9,18.2,.379,1.9,5.5,.334,5.1,12.7,.399,.430,4.2,5.6,.740,,,4.0,1.9,,,2.3,2.7,19.9
147,Bob Verga,SG,22,DLC,31,,41.5,9.0,20.4,.442,0.4,1.6,.260,8.6,18.8,.458,.453,5.2,7.0,.743,,,4.5,2.4,,,3.1,3.0,23.7
148,Ben Warley,SF,31,ANA,71,,32.4,6.1,13.9,.442,0.7,2.3,.313,5.4,11.5,.468,.468,4.4,5.5,.805,,,8.6,1.4,,,2.3,3.9,17.4
149,Trooper Washington,PF,23,PTP,63,,29.3,5.0,9.5,.523,0.0,0.0,1.000,4.9,9.4,.522,.525,1.7,3.0,.570,4.8,5.9,10.7,1.6,,,1.7,3.0,11.6
150,Dexter Westbrook,F,,TOT,12,,10.6,1.6,3.3,.487,0.0,0.0,,1.6,3.3,.487,.487,0.8,1.2,.714,,,1.9,0.4,,,1.1,2.5,4.0
151,Hank Whitney,PF,28,NJA,37,,31.3,5.9,14.9,.393,0.0,0.0,,5.9,14.9,.393,.393,4.2,5.9,.714,,,12.9,1.5,,,1.5,4.3,16.0
152,Ron Widby,F,22,NOB,20,,6.9,1.4,3.5,.386,0.0,0.2,.000,1.4,3.4,.403,.386,0.2,0.4,.571,,,2.3,0.2,,,0.4,0.9,2.9
153,Gene Wiley,C,30,TOT,9,,9.4,0.8,2.2,.350,0.0,0.0,,0.8,2.2,.350,.350,0.4,0.9,.500,,,2.2,0.2,,,0.2,1.1,2.0
154,Charlie Williams,PG,24,PTP,78,,39.0,8.2,20.2,.408,0.7,2.3,.287,7.6,17.9,.424,.424,3.7,5.5,.676,,,4.8,2.2,,,3.5,3.8,20.8
155,Bobby Wilson,PF,,DLC,69,,22.6,3.3,8.4,.389,0.0,0.0,.500,3.3,8.4,.389,.390,2.4,3.8,.615,,,6.5,0.8,,,1.8,3.0,8.9
156,Tommy Woods,PF,24,KEN,18,,10.2,0.8,2.4,.326,0.0,0.1,.000,0.8,2.3,.333,.326,0.8,0.9,.875,,,3.1,0.2,,,0.5,1.4,2.3
157,Leroy Wright,PF,29,PTP,17,,19.5,1.4,3.5,.400,0.0,0.0,,1.4,3.5,.400,.400,0.5,1.3,.409,,,6.4,0.8,,,1.2,2.9,3.4
158,Lonnie Wright,SG,23,DNR,38,,23.6,3.8,9.1,.422,0.1,0.2,.222,3.8,8.9,.427,.425,2.1,3.2,.653,,,2.5,1.8,,,1.1,2.5,9.8
