,date,start_time,away_team,away_pts,home_team,home_pts,attendance,stadium
2573,"Mon, Apr 22, 2019",10:30p,Houston Rockets,91,Utah Jazz,107,"18,306",Vivint Smart Home Arena
2574,"Tue, Apr 23, 2019",7:00p,Orlando Magic,96,Toronto Raptors,115,"19,800",Scotiabank Arena
2575,"Tue, Apr 23, 2019",8:00p,Brooklyn Nets,100,Philadelphia 76ers,122,"20,595",Wells Fargo Center
2576,"Tue, Apr 23, 2019",9:30p,San Antonio Spurs,90,Denver Nuggets,108,"19,520",Pepsi Center
2577,"Tue, Apr 23, 2019",10:30p,Oklahoma City Thunder,115,Portland Trail Blazers,118,"20,241",Moda Center
2578,"Wed, Apr 24, 2019",8:00p,Utah Jazz,93,Houston Rockets,100,"18,055",Toyota Center
2579,"Wed, Apr 24, 2019",10:30p,Los Angeles Clippers,129,Golden State Warriors,121,"19,596",Oracle Arena
2580,"Thu, Apr 25, 2019",8:00p,Denver Nuggets,103,San Antonio Spurs,120,"18,354",AT&T Center
2581,"Fri, Apr 26, 2019",10:00p,Golden State Warriors,129,Los Angeles Clippers,110,"19,068",STAPLES Center
2582,"Sat, Apr 27, 2019",7:30p,Philadelphia 76ers,95,Toronto Raptors,108,"19,800",Scotiabank Arena
2583,"Sat, Apr 27, 2019",10:00p,San Antonio Spurs,86,Denver Nuggets,90,"19,725",Pepsi Center
2584,"Sun, Apr 28, 2019",1:00p,Boston Celtics,112,Milwaukee Bucks,90,"17,561",Fiserv Forum
2585,"Sun, Apr 28, 2019",3:30p,Houston Rockets,100,Golden State Warriors,104,"19,596",Oracle Arena
2586,"Mon, Apr 29, 2019",8:00p,Philadelphia 76ers,94,Toronto Raptors,89,"19,800",Scotiabank Arena
2587,"Mon, Apr 29, 2019",10:30p,Portland Trail Blazers,113,Denver Nuggets,121,"19,520",Pepsi Center
2588,"Tue, Apr 30, 2019",8:00p,Boston Celtics,102,Milwaukee Bucks,123,"17,536",Fiserv Forum
2589,"Tue, Apr 30, 2019",10:30p,Houston Rockets,109,Golden State Warriors,115,"19,596",Oracle Arena
2590,"Wed, May 1, 2019",9:00p,Portland Trail Blazers,97,Denver Nuggets,90,"19,520",Pepsi Center
2591,"Thu, May 2, 2019",8:00p,Toronto Raptors,95,Philadelphia 76ers,116,"20,658",Wells Fargo Center
2592,"Fri, May 3, 2019",8:00p,Milwaukee Bucks,123,Boston Celtics,116,"18,624",TD Garden
2593,"Fri, May 3, 2019",10:30p,Denver Nuggets,137,Portland Trail Blazers,140,"20,193",Moda Center
2594,"Sat, May 4, 2019",8:30p,Golden State Warriors,121,Houston Rockets,126,"18,169",Toyota Center
2595,"Sun, May 5, 2019",3:30p,Toronto Raptors,101,Philadelphia 76ers,96,"20,639",Wells Fargo Center
2596,"Sun, May 5, 2019",7:00p,Denver Nuggets,116,Portland Trail Blazers,112,"20,146",Moda Center
2597,"Mon, May 6, 2019",7:00p,Milwaukee Bucks,113,Boston Celtics,101,"18,624",TD Garden
2598,"Mon, May 6, 2019",9:30p,Golden State Warriors,108,Houston Rockets,112,"18,055",Toyota Center
2599,"Tue, May 7, 2019",8:00p,Philadelphia 76ers,89,Toronto Raptors,125,"20,287",Scotiabank Arena
2600,"Tue, May 7, 2019",10:30p,Portland Trail Blazers,98,Denver Nuggets,124,"19,520",Pepsi Center
2601,"Wed, May 8, 2019",8:00p,Boston Celtics,91,Milwaukee Bucks,116,"17,701",Fiserv Forum
2602,"Wed, May 8, 2019",10:30p,Houston Rockets,99,Golden State Warriors,104,"19,596",Oracle Arena
2603,"Thu, May 9, 2019",8:00p,Toronto Raptors,101,Philadelphia 76ers,112,"20,525",Wells Fargo Center
2604,"Thu, May 9, 2019",10:30p,Denver Nuggets,108,Portland Trail Blazers,119,"20,022",Moda Center
2605,"Fri, May 10, 2019",9:00p,Golden State Warriors,118,Houston Rockets,113,"18,055",Toyota Center
2606,"Sun, May 12, 2019",3:30p,Portland Trail Blazers,100,Denver Nuggets,96,"19,725",Pepsi Center
2607,"Sun, May 12, 2019",7:00p,Philadelphia 76ers,90,Toronto Raptors,92,"20,917",Scotiabank Arena
2608,"Tue, May 14, 2019",9:00p,Portland Trail Blazers,94,Golden State Warriors,116,"19,596",Oracle Arena
2609,"Wed, May 15, 2019",8:30p,Toronto Raptors,100,Milwaukee Bucks,108,"17,345",Fiserv Forum
2610,"Thu, May 16, 2019",9:00p,Portland Trail Blazers,111,Golden State Warriors,114,"19,596",Oracle Arena
2611,"Fri, May 17, 2019",8:30p,Toronto Raptors,103,Milwaukee Bucks,125,"17,570",Fiserv Forum
2612,"Sat, May 18, 2019",9:00p,Golden State Warriors,110,Portland Trail Blazers,99,"20,214",Moda Center
2613,"Sun, May 19, 2019",7:00p,Milwaukee Bucks,112,Toronto Raptors,118,"19,923",Scotiabank Arena
2614,"Mon, May 20, 2019",9:00p,Golden State Warriors,119,Portland Trail Blazers,117,"20,064",Moda Center
2615,"Tue, May 21, 2019",8:30p,Milwaukee Bucks,102,Toronto Raptors,120,"20,237",Scotiabank Arena
2616,"Thu, May 23, 2019",8:30p,Toronto Raptors,105,Milwaukee Bucks,99,"17,384",Fiserv Forum
2617,"Sat, May 25, 2019",8:30p,Milwaukee Bucks,94,Toronto Raptors,100,"20,478",Scotiabank Arena
2618,"Thu, May 30, 2019",9:00p,Golden State Warriors,109,Toronto Raptors,118,"19,983",Scotiabank Arena
2619,"Sun, Jun 2, 2019",8:00p,Golden State Warriors,109,Toronto Raptors,104,"20,014",Scotiabank Arena
2620,"Wed, Jun 5, 2019",9:00p,Toronto Raptors,123,Golden State Warriors,109,"19,596",Oracle Arena
2621,"Fri, Jun 7, 2019",9:00p,Toronto Raptors,105,Golden State Warriors,92,"19,596",Oracle Arena
2622,"Mon, Jun 10, 2019",9:00p,Golden State Warriors,106,Toronto Raptors,105,"20,144",Scotiabank Arena
2623,"Thu, Jun 13, 2019",9:00p,Toronto Raptors,114,Golden State Warriors,110,"19,596",Oracle Arena
2624,"Tue, Oct 22, 2019",8:00p,New Orleans Pelicans,122,Toronto Raptors,130,"20,787",Scotiabank Arena
2625,"Tue, Oct 22, 2019",10:30p,Los Angeles Lakers,102,Los Angeles Clippers,112,"19,068",STAPLES Center
2626,"Wed, Oct 23, 2019",7:00p,Chicago Bulls,125,Charlotte Hornets,126,"15,424",Spectrum Center
2627,"Wed, Oct 23, 2019",7:00p,Detroit Pistons,119,Indiana Pacers,110,"17,923",Bankers Life Fieldhouse
2628,"Wed, Oct 23, 2019",7:00p,Cleveland Cavaliers,85,Orlando Magic,94,"18,846",Amway Center
2629,"Wed, Oct 23, 2019",7:30p,Minnesota Timberwolves,127,Brooklyn Nets,126,"17,732",Barclays Center
2630,"Wed, Oct 23, 2019",7:30p,Memphis Grizzlies,101,Miami Heat,120,"19,600",AmericanAirlines Arena
2631,"Wed, Oct 23, 2019",7:30p,Boston Celtics,93,Philadelphia 76ers,107,"20,422",Wells Fargo Center
2632,"Wed, Oct 23, 2019",8:30p,Washington Wizards,100,Dallas Mavericks,108,"19,816",American Airlines Center
2633,"Wed, Oct 23, 2019",8:30p,New York Knicks,111,San Antonio Spurs,120,"18,354",AT&T Center
2634,"Wed, Oct 23, 2019",9:00p,Oklahoma City Thunder,95,Utah Jazz,100,"18,306",Vivint Smart Home Arena
2635,"Wed, Oct 23, 2019",10:00p,Sacramento Kings,95,Phoenix Suns,124,"18,055",Talking Stick Resort Arena
2636,"Wed, Oct 23, 2019",10:00p,Denver Nuggets,108,Portland Trail Blazers,100,"19,991",Moda Center
2637,"Thu, Oct 24, 2019",7:00p,Atlanta Hawks,117,Detroit Pistons,100,"20,338",Little Caesars Arena
2638,"Thu, Oct 24, 2019",8:00p,Milwaukee Bucks,117,Houston Rockets,111,"18,055",Toyota Center
2639,"Thu, Oct 24, 2019",10:30p,Los Angeles Clippers,141,Golden State Warriors,122,"18,064",Chase Center
2640,"Fri, Oct 25, 2019",7:00p,Toronto Raptors,106,Boston Celtics,112,"18,624",TD Garden
2641,"Fri, Oct 25, 2019",7:00p,Minnesota Timberwolves,121,Charlotte Hornets,99,"14,879",Spectrum Center
2642,"Fri, Oct 25, 2019",7:30p,New York Knicks,109,Brooklyn Nets,113,"17,732",Barclays Center
2643,"Fri, Oct 25, 2019",8:00p,Chicago Bulls,110,Memphis Grizzlies,102,"17,794",FedEx Forum
2644,"Fri, Oct 25, 2019",8:00p,Dallas Mavericks,123,New Orleans Pelicans,116,"17,027",Smoothie King Center
2645,"Fri, Oct 25, 2019",8:00p,Washington Wizards,97,Oklahoma City Thunder,85,"18,203",Chesapeake Energy Arena
2646,"Fri, Oct 25, 2019",9:00p,Phoenix Suns,107,Denver Nuggets,108,"19,557",Pepsi Center
2647,"Fri, Oct 25, 2019",10:00p,Portland Trail Blazers,122,Sacramento Kings,112,"17,583",Golden 1 Center
2648,"Fri, Oct 25, 2019",10:30p,Utah Jazz,86,Los Angeles Lakers,95,"18,997",STAPLES Center
2649,"Sat, Oct 26, 2019",5:00p,Miami Heat,131,Milwaukee Bucks,126,"17,467",Fiserv Forum
2650,"Sat, Oct 26, 2019",7:00p,Philadelphia 76ers,117,Detroit Pistons,111,"16,207",Little Caesars Arena
2651,"Sat, Oct 26, 2019",7:30p,Orlando Magic,99,Atlanta Hawks,103,"17,078",State Farm Arena
2652,"Sat, Oct 26, 2019",7:30p,Boston Celtics,118,New York Knicks,95,"19,812",Madison Square Garden (IV)
2653,"Sat, Oct 26, 2019",8:00p,Toronto Raptors,108,Chicago Bulls,84,"21,498",United Center
2654,"Sat, Oct 26, 2019",8:00p,Indiana Pacers,99,Cleveland Cavaliers,110,"19,432",Rocket Mortgage Fieldhouse
2655,"Sat, Oct 26, 2019",8:00p,New Orleans Pelicans,123,Houston Rockets,126,"18,055",Toyota Center
2656,"Sat, Oct 26, 2019",8:30p,Washington Wizards,122,San Antonio Spurs,124,"18,354",AT&T Center
2657,"Sat, Oct 26, 2019",9:00p,Sacramento Kings,81,Utah Jazz,113,"18,306",Vivint Smart Home Arena
2658,"Sat, Oct 26, 2019",10:00p,Los Angeles Clippers,122,Phoenix Suns,130,"15,802",Talking Stick Resort Arena
2659,"Sun, Oct 27, 2019",3:30p,Golden State Warriors,92,Oklahoma City Thunder,120,"18,203",Chesapeake Energy Arena
2660,"Sun, Oct 27, 2019",6:00p,Brooklyn Nets,133,Memphis Grizzlies,134,"15,517",FedEx Forum
2661,"Sun, Oct 27, 2019",7:00p,Portland Trail Blazers,121,Dallas Mavericks,119,"19,707",American Airlines Center
2662,"Sun, Oct 27, 2019",7:00p,Miami Heat,109,Minnesota Timberwolves,116,"17,049",Target Center
2663,"Sun, Oct 27, 2019",9:30p,Charlotte Hornets,101,Los Angeles Lakers,120,"18,997",STAPLES Center
2664,"Mon, Oct 28, 2019",7:00p,Chicago Bulls,98,New York Knicks,105,"19,812",Madison Square Garden (IV)
2665,"Mon, Oct 28, 2019",7:00p,Indiana Pacers,94,Detroit Pistons,96,"13,565",Little Caesars Arena
2666,"Mon, Oct 28, 2019",7:30p,Orlando Magic,95,Toronto Raptors,104,"19,800",Scotiabank Arena
2667,"Mon, Oct 28, 2019",7:30p,Philadelphia 76ers,105,Atlanta Hawks,103,"14,094",State Farm Arena
2668,"Mon, Oct 28, 2019",8:00p,Oklahoma City Thunder,112,Houston Rockets,116,"18,055",Toyota Center
2669,"Mon, Oct 28, 2019",8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,129,"17,385",Fiserv Forum
2670,"Mon, Oct 28, 2019",8:00p,Golden State Warriors,134,New Orleans Pelicans,123,"17,307",Smoothie King Center
2671,"Mon, Oct 28, 2019",8:30p,Portland Trail Blazers,110,San Antonio Spurs,113,"18,083",AT&T Center
2672,"Mon, Oct 28, 2019",10:00p,Utah Jazz,96,Phoenix Suns,95,"14,805",Talking Stick Resort Arena
2673,"Mon, Oct 28, 2019",10:00p,Denver Nuggets,101,Sacramento Kings,94,"15,870",Golden 1 Center
2674,"Mon, Oct 28, 2019",10:30p,Charlotte Hornets,96,Los Angeles Clippers,111,"19,068",STAPLES Center
2675,"Tue, Oct 29, 2019",7:30p,Atlanta Hawks,97,Miami Heat,112,"19,600",AmericanAirlines Arena
2676,"Tue, Oct 29, 2019",9:00p,Dallas Mavericks,109,Denver Nuggets,106,"16,605",Pepsi Center
2677,"Tue, Oct 29, 2019",10:30p,Memphis Grizzlies,91,Los Angeles Lakers,120,"18,997",STAPLES Center
2678,"Wed, Oct 30, 2019",7:00p,Chicago Bulls,111,Cleveland Cavaliers,117,"17,595",Rocket Mortgage Fieldhouse
2679,"Wed, Oct 30, 2019",7:00p,New York Knicks,83,Orlando Magic,95,"17,456",Amway Center
2680,"Wed, Oct 30, 2019",7:00p,Minnesota Timberwolves,95,Philadelphia 76ers,117,"20,204",Wells Fargo Center
2681,"Wed, Oct 30, 2019",7:30p,Milwaukee Bucks,105,Boston Celtics,116,"18,624",TD Garden
2682,"Wed, Oct 30, 2019",7:30p,Indiana Pacers,118,Brooklyn Nets,108,"17,083",Barclays Center
2683,"Wed, Oct 30, 2019",7:30p,Detroit Pistons,113,Toronto Raptors,125,"19,800",Scotiabank Arena
2684,"Wed, Oct 30, 2019",8:00p,Portland Trail Blazers,102,Oklahoma City Thunder,99,"18,203",Chesapeake Energy Arena
2685,"Wed, Oct 30, 2019",8:00p,Houston Rockets,159,Washington Wizards,158,"20,476",Capital One Arena
2686,"Wed, Oct 30, 2019",10:00p,Charlotte Hornets,118,Sacramento Kings,111,"15,416",Golden 1 Center
2687,"Wed, Oct 30, 2019",10:00p,Los Angeles Clippers,96,Utah Jazz,110,"18,306",Vivint Smart Home Arena
2688,"Wed, Oct 30, 2019",10:30p,Phoenix Suns,121,Golden State Warriors,110,"18,064",Chase Center
2689,"Thu, Oct 31, 2019",7:00p,Miami Heat,106,Atlanta Hawks,97,"16,539",State Farm Arena
2690,"Thu, Oct 31, 2019",9:30p,Denver Nuggets,107,New Orleans Pelicans,122,"16,613",Smoothie King Center
2691,"Thu, Oct 31, 2019",10:30p,San Antonio Spurs,97,Los Angeles Clippers,103,"19,068",STAPLES Center
2692,"Fri, Nov 1, 2019",7:00p,Houston Rockets,116,Brooklyn Nets,123,"17,732",Barclays Center
2693,"Fri, Nov 1, 2019",7:00p,Cleveland Cavaliers,95,Indiana Pacers,102,"16,079",Bankers Life Fieldhouse
2694,"Fri, Nov 1, 2019",7:00p,Milwaukee Bucks,123,Orlando Magic,91,"15,105",Amway Center
2695,"Fri, Nov 1, 2019",7:30p,New York Knicks,102,Boston Celtics,104,"18,624",TD Garden
2696,"Fri, Nov 1, 2019",8:00p,Detroit Pistons,106,Chicago Bulls,112,"20,671",United Center
2697,"Fri, Nov 1, 2019",9:30p,Los Angeles Lakers,119,Dallas Mavericks,110,"20,358",American Airlines Center
2698,"Fri, Nov 1, 2019",10:00p,Utah Jazz,101,Sacramento Kings,102,"16,273",Golden 1 Center
2699,"Fri, Nov 1, 2019",10:30p,San Antonio Spurs,127,Golden State Warriors,110,"18,064",Chase Center
2700,"Sat, Nov 2, 2019",5:00p,New Orleans Pelicans,104,Oklahoma City Thunder,115,"18,203",Chesapeake Energy Arena
2701,"Sat, Nov 2, 2019",7:00p,Brooklyn Nets,109,Detroit Pistons,113,"17,222",Little Caesars Arena
2702,"Sat, Nov 2, 2019",7:00p,Denver Nuggets,91,Orlando Magic,87,"17,025",Amway Center
2703,"Sat, Nov 2, 2019",8:00p,Phoenix Suns,114,Memphis Grizzlies,105,"14,144",FedEx Forum
2704,"Sat, Nov 2, 2019",8:00p,Toronto Raptors,105,Milwaukee Bucks,115,"17,637",Fiserv Forum
2705,"Sat, Nov 2, 2019",8:00p,Minnesota Timberwolves,131,Washington Wizards,109,"15,150",Capital One Arena
2706,"Sat, Nov 2, 2019",8:30p,Charlotte Hornets,93,Golden State Warriors,87,"18,064",Chase Center
2707,"Sat, Nov 2, 2019",10:00p,Philadelphia 76ers,129,Portland Trail Blazers,128,"19,669",Moda Center
2708,"Sun, Nov 3, 2019",5:00p,Chicago Bulls,95,Indiana Pacers,108,"17,073",Bankers Life Fieldhouse
2709,"Sun, Nov 3, 2019",6:00p,Houston Rockets,100,Miami Heat,129,"19,724",AmericanAirlines Arena
2710,"Sun, Nov 3, 2019",6:00p,Sacramento Kings,113,New York Knicks,92,"19,812",Madison Square Garden (IV)
2711,"Sun, Nov 3, 2019",7:00p,Los Angeles Lakers,103,San Antonio Spurs,96,"18,610",AT&T Center
2712,"Sun, Nov 3, 2019",7:30p,Dallas Mavericks,131,Cleveland Cavaliers,111,"18,078",Rocket Mortgage Fieldhouse
2713,"Sun, Nov 3, 2019",9:00p,Utah Jazz,94,Los Angeles Clippers,105,"19,068",STAPLES Center
2714,"Mon, Nov 4, 2019",7:00p,Detroit Pistons,99,Washington Wizards,115,"13,052",Capital One Arena
2715,"Mon, Nov 4, 2019",7:30p,New Orleans Pelicans,125,Brooklyn Nets,135,"17,194",Barclays Center
2716,"Mon, Nov 4, 2019",8:00p,Houston Rockets,107,Memphis Grizzlies,100,"14,197",FedEx Forum
2717,"Mon, Nov 4, 2019",8:00p,Milwaukee Bucks,134,Minnesota Timberwolves,106,"16,271",Target Center
2718,"Mon, Nov 4, 2019",9:00p,Philadelphia 76ers,109,Phoenix Suns,114,"14,285",Talking Stick Resort Arena
2719,"Mon, Nov 4, 2019",10:30p,Portland Trail Blazers,118,Golden State Warriors,127,"18,064",Chase Center
2720,"Tue, Nov 5, 2019",7:00p,Indiana Pacers,120,Charlotte Hornets,122,"13,341",Spectrum Center
2721,"Tue, Nov 5, 2019",7:00p,Boston Celtics,119,Cleveland Cavaliers,113,"17,709",Rocket Mortgage Fieldhouse
2722,"Tue, Nov 5, 2019",7:30p,San Antonio Spurs,100,Atlanta Hawks,108,"14,025",State Farm Arena
2723,"Tue, Nov 5, 2019",8:00p,Los Angeles Lakers,118,Chicago Bulls,112,"21,193",United Center
2724,"Tue, Nov 5, 2019",8:00p,Orlando Magic,94,Oklahoma City Thunder,102,"18,203",Chesapeake Energy Arena
2725,"Tue, Nov 5, 2019",9:00p,Miami Heat,89,Denver Nuggets,109,"18,010",Pepsi Center
2726,"Wed, Nov 6, 2019",7:00p,New York Knicks,102,Detroit Pistons,122,"15,463",Little Caesars Arena
2727,"Wed, Nov 6, 2019",7:00p,Washington Wizards,106,Indiana Pacers,121,"16,171",Bankers Life Fieldhouse
2728,"Wed, Nov 6, 2019",7:30p,Chicago Bulls,113,Atlanta Hawks,93,"15,049",State Farm Arena
2729,"Wed, Nov 6, 2019",7:30p,Golden State Warriors,112,Houston Rockets,129,"18,055",Toyota Center
2730,"Wed, Nov 6, 2019",7:30p,Sacramento Kings,120,Toronto Raptors,124,"19,800",Scotiabank Arena
2731,"Wed, Nov 6, 2019",8:00p,Minnesota Timberwolves,121,Memphis Grizzlies,137,"13,503",FedEx Forum
2732,"Wed, Nov 6, 2019",8:30p,Orlando Magic,106,Dallas Mavericks,107,"19,487",American Airlines Center
2733,"Wed, Nov 6, 2019",9:00p,Philadelphia 76ers,104,Utah Jazz,106,"18,306",Vivint Smart Home Arena
2734,"Wed, Nov 6, 2019",10:00p,Milwaukee Bucks,129,Los Angeles Clippers,124,"19,068",STAPLES Center
2735,"Thu, Nov 7, 2019",8:00p,Boston Celtics,108,Charlotte Hornets,87,"18,487",Spectrum Center
2736,"Thu, Nov 7, 2019",8:30p,Oklahoma City Thunder,112,San Antonio Spurs,121,"18,354",AT&T Center
2737,"Thu, Nov 7, 2019",9:00p,Miami Heat,124,Phoenix Suns,108,"15,498",Talking Stick Resort Arena
2738,"Thu, Nov 7, 2019",10:30p,Portland Trail Blazers,101,Los Angeles Clippers,107,"19,068",STAPLES Center
2739,"Fri, Nov 8, 2019",7:00p,Detroit Pistons,106,Indiana Pacers,112,"15,544",Bankers Life Fieldhouse
2740,"Fri, Nov 8, 2019",7:00p,Memphis Grizzlies,86,Orlando Magic,118,"17,021",Amway Center
2741,"Fri, Nov 8, 2019",7:00p,Cleveland Cavaliers,113,Washington Wizards,100,"16,946",Capital One Arena
2742,"Fri, Nov 8, 2019",7:30p,Sacramento Kings,121,Atlanta Hawks,109,"16,447",State Farm Arena
2743,"Fri, Nov 8, 2019",8:00p,Golden State Warriors,119,Minnesota Timberwolves,125,"15,647",Target Center
2744,"Fri, Nov 8, 2019",8:00p,Toronto Raptors,122,New Orleans Pelicans,104,"16,337",Smoothie King Center
2745,"Fri, Nov 8, 2019",8:30p,New York Knicks,106,Dallas Mavericks,102,"20,257",American Airlines Center
2746,"Fri, Nov 8, 2019",9:00p,Philadelphia 76ers,97,Denver Nuggets,100,"19,520",Pepsi Center
2747,"Fri, Nov 8, 2019",9:00p,Milwaukee Bucks,100,Utah Jazz,103,"18,306",Vivint Smart Home Arena
2748,"Fri, Nov 8, 2019",10:00p,Brooklyn Nets,119,Portland Trail Blazers,115,"20,089",Moda Center
2749,"Fri, Nov 8, 2019",10:30p,Miami Heat,80,Los Angeles Lakers,95,"18,997",STAPLES Center
2750,"Sat, Nov 9, 2019",5:00p,Boston Celtics,135,San Antonio Spurs,115,"18,354",AT&T Center
2751,"Sat, Nov 9, 2019",7:00p,New Orleans Pelicans,115,Charlotte Hornets,110,"18,513",Spectrum Center
2752,"Sat, Nov 9, 2019",8:00p,Houston Rockets,117,Chicago Bulls,94,"20,482",United Center
2753,"Sat, Nov 9, 2019",8:00p,Dallas Mavericks,138,Memphis Grizzlies,122,"15,753",FedEx Forum
2754,"Sat, Nov 9, 2019",8:00p,Golden State Warriors,108,Oklahoma City Thunder,114,"18,203",Chesapeake Energy Arena
2755,"Sun, Nov 10, 2019",3:30p,Denver Nuggets,100,Minnesota Timberwolves,98,"13,553",Target Center
2756,"Sun, Nov 10, 2019",6:00p,Indiana Pacers,109,Orlando Magic,102,"17,118",Amway Center
2757,"Sun, Nov 10, 2019",6:00p,Charlotte Hornets,106,Philadelphia 76ers,114,"20,311",Wells Fargo Center
2758,"Sun, Nov 10, 2019",7:00p,Milwaukee Bucks,121,Oklahoma City Thunder,119,"18,203",Chesapeake Energy Arena
2759,"Sun, Nov 10, 2019",7:30p,Cleveland Cavaliers,108,New York Knicks,87,"19,812",Madison Square Garden (IV)
2760,"Sun, Nov 10, 2019",8:00p,Brooklyn Nets,112,Phoenix Suns,138,"17,290",Talking Stick Resort Arena
2761,"Sun, Nov 10, 2019",9:00p,Atlanta Hawks,113,Portland Trail Blazers,124,"20,041",Moda Center
2762,"Sun, Nov 10, 2019",9:30p,Toronto Raptors,113,Los Angeles Lakers,104,"18,997",STAPLES Center
2763,"Mon, Nov 11, 2019",7:00p,Minnesota Timberwolves,120,Detroit Pistons,114,"12,526",Little Caesars Arena
2764,"Mon, Nov 11, 2019",7:30p,Dallas Mavericks,106,Boston Celtics,116,"18,624",TD Garden
2765,"Mon, Nov 11, 2019",7:30p,Memphis Grizzlies,113,San Antonio Spurs,109,"18,627",AT&T Center
2766,"Mon, Nov 11, 2019",8:00p,Houston Rockets,122,New Orleans Pelicans,116,"16,695",Smoothie King Center
2767,"Mon, Nov 11, 2019",10:30p,Utah Jazz,122,Golden State Warriors,108,"18,064",Chase Center
2768,"Mon, Nov 11, 2019",10:30p,Toronto Raptors,88,Los Angeles Clippers,98,"19,068",STAPLES Center
2769,"Tue, Nov 12, 2019",7:00p,Oklahoma City Thunder,85,Indiana Pacers,111,"15,838",Bankers Life Fieldhouse
2770,"Tue, Nov 12, 2019",7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,98,"20,294",Wells Fargo Center
2771,"Tue, Nov 12, 2019",7:30p,Detroit Pistons,108,Miami Heat,117,"19,600",AmericanAirlines Arena
2772,"Tue, Nov 12, 2019",8:00p,New York Knicks,102,Chicago Bulls,120,"18,668",United Center
2773,"Tue, Nov 12, 2019",9:00p,Atlanta Hawks,125,Denver Nuggets,121,"18,327",Pepsi Center
2774,"Tue, Nov 12, 2019",9:00p,Los Angeles Lakers,123,Phoenix Suns,115,"18,055",Talking Stick Resort Arena
2775,"Tue, Nov 12, 2019",9:00p,Brooklyn Nets,114,Utah Jazz,119,"18,306",Vivint Smart Home Arena
2776,"Tue, Nov 12, 2019",10:00p,Portland Trail Blazers,99,Sacramento Kings,107,"16,358",Golden 1 Center
2777,"Wed, Nov 13, 2019",7:00p,Memphis Grizzlies,119,Charlotte Hornets,117,"13,155",Spectrum Center
2778,"Wed, Nov 13, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,112,"15,113",Amway Center
2779,"Wed, Nov 13, 2019",7:30p,Washington Wizards,133,Boston Celtics,140,"19,156",TD Garden
2780,"Wed, Nov 13, 2019",7:30p,Los Angeles Clippers,93,Houston Rockets,102,"18,055",Toyota Center
2781,"Wed, Nov 13, 2019",8:00p,San Antonio Spurs,114,Minnesota Timberwolves,129,"11,581",Target Center
2782,"Wed, Nov 13, 2019",10:00p,Golden State Warriors,94,Los Angeles Lakers,120,"18,997",STAPLES Center
2783,"Wed, Nov 13, 2019",10:00p,Toronto Raptors,114,Portland Trail Blazers,106,"19,544",Moda Center
2784,"Thu, Nov 14, 2019",6:00p,Miami Heat,108,Cleveland Cavaliers,97,"17,374",Rocket Mortgage Fieldhouse
2785,"Thu, Nov 14, 2019",8:00p,Chicago Bulls,115,Milwaukee Bucks,124,"17,627",Fiserv Forum
2786,"Thu, Nov 14, 2019",8:00p,Los Angeles Clippers,127,New Orleans Pelicans,132,"17,147",Smoothie King Center
2787,"Thu, Nov 14, 2019",8:00p,Dallas Mavericks,103,New York Knicks,106,"19,812",Madison Square Garden (IV)
2788,"Thu, Nov 14, 2019",9:00p,Atlanta Hawks,112,Phoenix Suns,128,"15,143",Talking Stick Resort Arena
2789,"Thu, Nov 14, 2019",10:30p,Brooklyn Nets,93,Denver Nuggets,101,"18,394",Pepsi Center
2790,"Fri, Nov 15, 2019",7:00p,Detroit Pistons,106,Charlotte Hornets,109,"16,778",Spectrum Center
2791,"Fri, Nov 15, 2019",7:00p,San Antonio Spurs,109,Orlando Magic,111,"16,296",Amway Center
2792,"Fri, Nov 15, 2019",8:00p,Indiana Pacers,102,Houston Rockets,111,"18,055",Toyota Center
2793,"Fri, Nov 15, 2019",8:00p,Utah Jazz,106,Memphis Grizzlies,107,"16,422",FedEx Forum
2794,"Fri, Nov 15, 2019",8:00p,Washington Wizards,137,Minnesota Timberwolves,116,"12,716",Target Center
2795,"Fri, Nov 15, 2019",8:00p,Philadelphia 76ers,119,Oklahoma City Thunder,127,"18,203",Chesapeake Energy Arena
2796,"Fri, Nov 15, 2019",10:30p,Boston Celtics,105,Golden State Warriors,100,"18,064",Chase Center
2797,"Fri, Nov 15, 2019",10:30p,Sacramento Kings,97,Los Angeles Lakers,99,"18,997",STAPLES Center
2798,"Sat, Nov 16, 2019",6:00p,Brooklyn Nets,117,Chicago Bulls,111,"19,148",United Center
2799,"Sat, Nov 16, 2019",7:00p,Milwaukee Bucks,102,Indiana Pacers,83,"17,024",Bankers Life Fieldhouse
2800,"Sat, Nov 16, 2019",7:30p,Charlotte Hornets,103,New York Knicks,102,"19,401",Madison Square Garden (IV)
2801,"Sat, Nov 16, 2019",8:00p,New Orleans Pelicans,94,Miami Heat,109,"19,600",AmericanAirlines Arena
2802,"Sat, Nov 16, 2019",8:00p,Houston Rockets,125,Minnesota Timberwolves,105,"18,978",Target Center
2803,"Sat, Nov 16, 2019",8:30p,Toronto Raptors,102,Dallas Mavericks,110,"19,926",American Airlines Center
2804,"Sat, Nov 16, 2019",8:30p,Portland Trail Blazers,121,San Antonio Spurs,116,"18,534",AT&T Center
2805,"Sat, Nov 16, 2019",10:30p,Atlanta Hawks,101,Los Angeles Clippers,150,"19,068",STAPLES Center
