,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
133,Ronald Taylor,C,24,PTC,1,,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,5.0,0.0
134,George Thompson,SG,24,PTC,70,,41.5,9.9,20.7,.481,0.6,1.9,.311,9.4,18.8,.498,.495,6.5,8.3,.779,2.2,2.8,5.0,3.7,,,3.1,2.9,27.0
135,George Tinsley,SF,25,FLO,51,,8.2,1.4,3.4,.402,0.1,0.4,.227,1.3,3.0,.428,.417,0.9,1.2,.742,0.6,0.6,1.2,0.7,,,0.5,1.5,3.7
136,Al Tucker,PF,28,FLO,81,,22.2,4.7,10.0,.465,0.4,1.0,.366,4.3,9.0,.477,.484,1.9,2.5,.789,1.1,3.7,4.8,1.2,,,1.6,2.5,11.6
137,Bob Verga,PG-SG,26,TOT,70,,29.0,6.6,14.9,.439,0.3,0.7,.365,6.3,14.2,.443,.448,4.1,5.7,.716,1.4,2.0,3.4,3.6,,,3.2,2.8,17.5
138,Dwight Waller,F,26,DNR,2,,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.5,2.0,2.5,0.5,,,0.5,1.5,2.0
139,Bob Warren,SG,25,TOT,75,,24.0,4.2,9.4,.443,0.1,0.7,.200,4.0,8.7,.463,.450,2.8,3.6,.795,1.9,1.6,3.5,2.4,,,1.9,2.2,11.3
140,Trooper Washington,PF,27,NYA,80,,31.4,4.8,8.5,.571,0.0,0.0,,4.8,8.5,.571,.571,1.3,2.1,.645,3.5,5.9,9.4,2.0,,,2.4,3.6,11.0
141,Elnardo Webster,SF,23,TOT,24,,9.9,2.1,4.5,.459,0.0,0.2,.250,2.0,4.4,.467,.463,0.9,1.2,.724,0.6,1.2,1.8,0.7,,,1.5,1.6,5.1
142,Bernie Williams,SG,26,VIR,78,,21.4,4.5,10.5,.428,0.2,0.8,.277,4.2,9.6,.441,.439,1.4,1.8,.796,0.7,1.3,2.0,1.7,,,1.6,2.3,10.6
143,Charlie Williams,PG,28,MMP,82,,31.5,5.9,15.3,.382,0.5,2.1,.236,5.4,13.2,.405,.398,3.6,4.8,.744,1.0,1.7,2.8,3.1,,,2.8,3.0,15.8
144,Chuck Williams,PG,25,DNR,84,,18.8,3.1,6.9,.451,0.0,0.0,.000,3.1,6.9,.454,.451,2.4,3.3,.745,0.7,1.1,1.9,1.9,,,1.2,1.7,8.7
145,Stephen Wilson,SG,23,DNR,9,,4.0,0.6,2.6,.217,0.0,0.2,.000,0.6,2.3,.238,.217,0.4,0.8,.571,0.3,0.1,0.4,0.7,,,0.3,1.0,1.6
146,Marv Winkler,SG,23,INA,20,,7.8,0.8,2.7,.278,0.1,0.2,.500,0.7,2.5,.260,.296,0.4,0.7,.571,0.4,0.5,0.8,0.6,,,0.6,0.8,2.0
147,Willie Wise,SF,24,UTS,84,,39.3,8.8,17.5,.505,0.1,0.2,.333,8.8,17.3,.507,.507,5.5,7.5,.725,3.4,7.3,10.6,3.4,,,3.4,3.6,23.2
148,Howie Wright,SG,24,KEN,1,,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,.000,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
149,Lonnie Wright,PG,27,FLO,77,,21.3,3.3,7.8,.421,0.2,0.9,.260,3.0,6.8,.443,.437,1.2,1.5,.812,0.6,1.5,2.1,1.7,,,1.2,2.6,8.0
150,Gary Zeller,SG,24,NYA,12,,6.8,0.6,2.5,.233,0.0,0.1,.000,0.6,2.4,.241,.233,0.3,0.5,.667,0.4,0.4,0.8,0.2,,,0.8,1.3,1.5
